adminer,http://wpn-xm.org/get.php?s=adminer,"adminer. php",4.1.0
composer,http://wpn-xm.org/get.php?s=composer,composer.phar,1.0
mariadb,http://wpn-xm.org/get.php?s=mariadb,mariadb.zip,10.1.0
nginx,http://wpn-xm.org/get.php?s=nginx,nginx.zip,1.7.3
php,http://wpn-xm.org/get.php?s=php,php.zip,5.4.30
phpext_xdebug,http://wpn-xm.org/get.php?s=phpext_xdebug,phpext_xdebug.dll,2.2.5
wpnxmscp,http://wpn-xm.org/get.php?s=wpnxmscp,wpnxmscp.zip,0.6.1
